Name,Year,Rating,Genres,Actors,Plot,Poster_Path,Category,Source_URL
"""Breaking Bad""",2008,,"Drama, Crime","Bryan Cranston, Aaron Paul, Anna Gunn, RJ Mitte, Dean Norris, Betsy Brandt","Walter White, a New Mexico chemistry teacher, is diagnosed with Stage III cancer and given a prognosis of only two years left to live. He becomes filled with a sense of fearlessness and an unrelenting desire to secure his family's financial future at any cost as he enters the dangerous world of drugs and crime.",posters/Breaking_Bad_2008.jpg,TV Show,https://www.cinematerial.com/tv/breaking-bad-i903747
"""Doctor Who""",2005,,"Action & Adventure, Drama, Sci-Fi & Fantasy","Jodie Whittaker, Mandip Gill, John Bishop","The Doctor is a Time Lord: a 900 year old alien with 2 hearts, part of a gifted civilization who mastered time travel. The Doctor saves planets for a living—more of a hobby actually, and the Doctor's very, very good at it.",posters/Doctor_Who_2005.jpg,TV Show,https://www.cinematerial.com/tv/doctor-who-i436992
"""The Simpsons""",1989,,Comedy,"Dan Castellaneta, Julie Kavner, Nancy Cartwright, Yeardley Smith, Hank Azaria, Harry Shearer","Set in Springfield, the average American town, the show focuses on the antics and everyday adventures of the Simpson family; Homer, Marge, Bart, Lisa and Maggie, as well as a virtual cast of thousands. Since the beginning, the series has been a pop culture icon, attracting hundreds of celebrities to guest star. The show has also made name for itself in its fearless satirical take on politics, media and American life in general.",posters/The_Simpsons_1989.jpg,TV Show,https://www.cinematerial.com/tv/the-simpsons-i96697
"""Lost""",2004,80 / 100,"Action & Adventure, Mystery, Drama","Matthew Fox, Evangeline Lilly, Terry O'Quinn, Josh Holloway, Michael Emerson, Jorge Garcia","Stripped of everything, the survivors of a horrific plane crash  must work together to stay alive. But the island holds many secrets.",posters/Lost_2004.jpg,TV Show,https://www.cinematerial.com/tv/lost-i411008
"""Dexter""",2006,,"Mystery, Drama, Crime","Michael C. Hall, Jennifer Carpenter, Geoff Pierson, David Zayas, James Remar, Aimee Garcia","Dexter Morgan, a blood spatter pattern analyst for the Miami Metro Police also leads a secret life as a serial killer, hunting down criminals who have slipped through the cracks of justice.",posters/Dexter_2006.jpg,TV Show,https://www.cinematerial.com/tv/dexter-i773262
"""House M.D.""",2004,,"Comedy, Mystery, Drama","Hugh Laurie, Robert Sean Leonard, Omar Epps, Jesse Spencer, Odette Annable, Peter Jacobson","Dr. Gregory House, a drug-addicted, unconventional, misanthropic medical genius, leads a team of diagnosticians at the fictional Princeton–Plainsboro Teaching Hospital in New Jersey.",posters/House_M.D._2004.jpg,TV Show,https://www.cinematerial.com/tv/house-md-i412142
"""The Flash""",2014,,"Drama, Sci-Fi & Fantasy","Grant Gustin, Candice Patton, Danielle Panabaker, Danielle Nicolet, Kayla Compton","After being struck by lightning, CSI investigator Barry Allen awakens from a nine-month coma to discover he has been  granted the gift of super speed.  Teaming up with S.T.A.R. Labs, Barry takes on the persona of The Flash, the Fastest  Man Alive, to protect his city.",posters/The_Flash_2014.jpg,TV Show,https://www.cinematerial.com/tv/the-flash-i3107288
"""American Horror Story""",2011,,"Mystery, Drama, Sci-Fi & Fantasy","Emma Roberts, Matt Czuchry, Annabelle Dexter-Jones, Michaela Jaé Rodriguez, Denis O'Hare","An anthology horror drama series centering on different characters and locations, including a house with a murderous past, an asylum, a witch coven, a freak show, a hotel, a farmhouse in Roanoke, a cult, the apocalypse and a summer camp.",posters/American_Horror_Story_2011.jpg,TV Show,https://www.cinematerial.com/tv/american-horror-story-i1844624
"""Smallville""",2001,,"Action & Adventure, Drama, Sci-Fi & Fantasy","Tom Welling, Erica Durance, Cassidy Freeman, Justin Hartley",The origins of the world’s greatest hero–from Krypton refugee Kal-el’s arrival on Earth through his tumultuous teen years to Clark Kent’s final steps toward embracing his destiny as the Man of Steel.,posters/Smallville_2001.jpg,TV Show,https://www.cinematerial.com/tv/smallville-i279600
"""The Vampire Diaries""",2009,,"Drama, Sci-Fi & Fantasy","Ian Somerhalder, Paul Wesley, Ian Somerhalder, Kat Graham, Candice King, Zach Roerig, Michael Malarkey","The story of two vampire brothers obsessed with the same girl, who bears a striking resemblance to the beautiful but ruthless vampire they knew and loved in 1864.",posters/The_Vampire_Diaries_2009.jpg,TV Show,https://www.cinematerial.com/tv/the-vampire-diaries-i1405406
"""Grey's Anatomy""",2005,,Drama,"Ellen Pompeo, Chandra Wilson, James Pickens Jr., Kevin McKidd, Caterina Scorsone, Camilla Luddington",Follows the personal and professional lives of a group of doctors at Seattle's Grey Sloan Memorial Hospital.,posters/Grey's_Anatomy_2005.jpg,TV Show,https://www.cinematerial.com/tv/greys-anatomy-i413573
"""Family Guy""",1999,,Comedy,"Seth MacFarlane, Alex Borstein, Seth Green","Sick, twisted, politically incorrect and Freakin' Sweet animated series featuring the adventures of the dysfunctional Griffin family. Bumbling Peter and long-suffering Lois have three kids. Stewie (a brilliant but sadistic baby bent on killing his mother and taking over the world), Meg (the oldest, and is the most unpopular girl in town) and Chris (the middle kid, he's not very bright but has a passion for movies). The final member of the family is Brian - a talking dog and much more than a pet, he keeps Stewie in check whilst sipping Martinis and sorting through his own life issues.",posters/Family_Guy_1999.jpg,TV Show,https://www.cinematerial.com/tv/family-guy-i182576
"""Friends""",1994,,Comedy,"Jennifer Aniston, Courteney Cox, Lisa Kudrow, Matt LeBlanc, Matthew Perry, David Schwimmer","Six young people from New York City, on their own and struggling to survive in the real world, find the companionship, comfort and support they get from each other to be the perfect antidote to the pressures of life.",posters/Friends_1994.jpg,TV Show,https://www.cinematerial.com/tv/friends-i108778
"""Arrow""",2012,,"Action & Adventure, Drama, Crime","Stephen Amell, Rick Gonzalez, Katherine McNamara, David Ramsey, Katie Cassidy, Juliana Harkavy","Spoiled billionaire playboy Oliver Queen is missing and presumed dead when his yacht is lost at sea. He returns five years later a changed man, determined to clean up the city as a hooded vigilante armed with a bow.",posters/Arrow_2012.jpg,TV Show,https://www.cinematerial.com/tv/arrow-i2193021
"""Vikings""",2013,,"Action & Adventure, Drama, War & Politics","Alex Høgh Andersen, Jordan Patrick Smith, Marco Ilsø, Peter Franzén","The adventures of Ragnar Lothbrok, the greatest hero of his age. The series tells the sagas of Ragnar's band of Viking brothers and his family, as he rises to become King of the Viking tribes. As well as being a fearless warrior, Ragnar embodies the Norse traditions of devotion to the gods. Legend has it that he was a direct descendant of Odin, the god of war and warriors.",posters/Vikings_2013.jpg,TV Show,https://www.cinematerial.com/tv/vikings-i2306299
"""Prison Break""",2005,,"Action & Adventure, Drama, Crime","Wentworth Miller, Dominic Purcell, Sarah Wayne Callies, Paul Adelstein, Rockmond Dunbar, Robert Knepper","Due to a political conspiracy, an innocent man is sent to death row and his only hope is his brother, who makes it his mission to deliberately get himself sent to the same prison in order to break the both of them out, from the inside out.",posters/Prison_Break_2005.jpg,TV Show,https://www.cinematerial.com/tv/prison-break-i455275
"""The Sopranos""",1999,,"Drama, Crime","James Gandolfini, Edie Falco, Jamie-Lynn Sigler, Robert Iler, Lorraine Bracco, Michael Imperioli","The story of New Jersey-based Italian-American mobster Tony Soprano and the difficulties he faces as he tries to balance the conflicting requirements of his home life and the criminal organization he heads. Those difficulties are often highlighted through his ongoing professional relationship with psychiatrist Jennifer Melfi. The show features Tony's family members and Mafia associates in prominent roles and story arcs, most notably his wife Carmela and his cousin and protégé Christopher Moltisanti.",posters/The_Sopranos_1999.jpg,TV Show,https://www.cinematerial.com/tv/the-sopranos-i141842
"""The Big Bang Theory""",2007,,Comedy,"Johnny Galecki, Jim Parsons, Kaley Cuoco, Simon Helberg, Kunal Nayyar, Melissa Rauch",Physicists Leonard and Sheldon find their nerd-centric social circle with pals Howard and Raj expanding when aspiring actress Penny moves in next door.,posters/The_Big_Bang_Theory_2007.jpg,TV Show,https://www.cinematerial.com/tv/the-big-bang-theory-i898266
"""Fringe""",2008,,"Mystery, Drama, Sci-Fi & Fantasy","Anna Torv, Joshua Jackson, Jasika Nicole, John Noble","FBI Special Agent Olivia Dunham, brilliant but formerly institutionalized scientist Walter Bishop and his scheming, reluctant son Peter uncover a deadly mystery involving a series of unbelievable events and realize they may be a part of a larger, more disturbing pattern that blurs the line between science fiction and technology.",posters/Fringe_2008.jpg,TV Show,https://www.cinematerial.com/tv/fringe-i1119644
"""Desperate Housewives""",2004,,"Comedy, Mystery, Drama","Teri Hatcher, Felicity Huffman, Marcia Cross, Eva Longoria, Ricardo Chavira, Doug Savant","Looking down on her friends and family isn't a way of life for Mary Alice Young... it's a way of death. One day, in her perfect house, in the loveliest of suburbs, Mary Alice ended it all. Now she's taking us into the lives of her family, friends and neighbors, commenting from her elevated P.O.V.",posters/Desperate_Housewives_2004.jpg,TV Show,https://www.cinematerial.com/tv/desperate-housewives-i410975
"""Fallout""",2023,,"Action & Adventure, Sci-Fi & Fantasy","Ella Purnell, Aaron Moten, Moisés Arias, Kyle MacLachlan, Walton Goggins","The story of haves and have-nots in a world in which there's almost nothing left to have. 200 years after the apocalypse, the gentle denizens of luxury fallout shelters are forced to return to the irradiated hellscape their ancestors left behind — and are shocked to discover an incredibly complex, gleefully weird, and highly violent universe waiting for them.",posters/Fallout_2023.jpg,TV Show,https://www.cinematerial.com/tv/fallout-i12637874
"""CSI: Crime Scene Investigation""",2000,,"Mystery, Drama, Crime","Anthony E. Zuiker, Ted Danson, George Eads, Jorja Fox, Eric Szmanda, Robert David Hall, Wallace Langham","A Las Vegas team of forensic investigators are trained to solve criminal cases by scouring the crime scene, collecting irrefutable evidence and finding the missing pieces that solve the mystery.",posters/CSI_Crime_Scene_Investigation_2000.jpg,TV Show,https://www.cinematerial.com/tv/csi-crime-scene-investigation-i247082
"""The Blacklist""",2013,,"Mystery, Drama, Crime","James Spader, Diego Klattenhoff, Hisham Tawfiq, Harry Lennix","Raymond ""Red"" Reddington, one of the FBI's most wanted fugitives, surrenders in person at FBI Headquarters in Washington, D.C. He claims that he and the FBI have the same interests: bringing down dangerous criminals and terrorists. In the last two decades, he's made a list of criminals and terrorists that matter the most but the FBI cannot find because it does not know they exist. Reddington calls this ""The Blacklist"". Reddington will co-operate, but insists that he will speak only to Elizabeth Keen, a rookie FBI profiler.",posters/The_Blacklist_2013.jpg,TV Show,https://www.cinematerial.com/tv/the-blacklist-i2741602
"""True Blood""",2007,,"Mystery, Drama, Sci-Fi & Fantasy","Stephen Moyer, Anna Paquin, Stephen Moyer, Alexander Skarsgård, Sam Trammell, Ryan Kwanten, Nelsan Ellis","Thanks to a Japanese scientist's invention of synthetic blood, vampires have progressed overnight from legendary monsters to fellow citizens. And while humans have been safely removed from the menu, many remain apprehensive about these creatures ""coming out of the coffin."" Religious leaders, government officials, and vampire fundamentalists around the world have chosen their sides.  But in the small Louisiana town of Bon Temps, the jury is still out.",posters/True_Blood_2007.jpg,TV Show,https://www.cinematerial.com/tv/true-blood-i844441
"""24""",2001,,"Action & Adventure, Drama, Crime","Kiefer Sutherland, Mary Lynn Rajskub, Kim Raver, Yvonne Strahovski, Tate Donovan, William Devane","Counterterrorism agent Jack Bauer fights the bad guys of the world, a day at a time. With each week's episode unfolding in real-time, ""24"" covers a single day in the life of Bauer each season.",posters/24_2001.jpg,TV Show,https://www.cinematerial.com/tv/24-i285331
"""Sons of Anarchy""",2008,,"Drama, Crime","Charlie Hunnam, Katey Sagal, Tommy Flanagan, Mark Boone Junior, Kim Coates, Theo Rossi","The Sons of Anarchy (SOA) are an outlaw motorcycle club with many charters in the United States and overseas. The show focused on the original and founding charter, Sons of Anarchy Motorcycle Club, Redwood Original, often referred to by the acronym SAMCRO, Sam Crow, or simply Redwood Charter. The charter operates both legal and illegal businesses in the small town of Charming, California. They combine gun-running and a garage, and involvement in porn film industry. Clay, the charter president, likes it old school and violent; while Jax, his stepson and the club's VP, has thoughts about changing the way things are done. Their conflict has effects on both the club and their personal relationship, especially when Jax goes on a personal quest to cleanse the SAMCRO name and image.",posters/Sons_of_Anarchy_2008.jpg,TV Show,https://www.cinematerial.com/tv/sons-of-anarchy-i1124373
"""Once Upon a Time""",2011,,"Drama, Sci-Fi & Fantasy","Lana Parrilla, Colin O'Donoghue, Robert Carlyle, Gabrielle Anwar, Dania Ramirez, Mekia Cox","There is a town in Maine where every story book character you've ever known is trapped between two worlds, victims of a powerful curse. Only one knows the truth and only one can break the spell.

Emma Swan is a 28-year-old bail bonds collector who has been supporting herself since she was abandoned as a baby. Things change for her when her son Henry, whom she abandoned years ago, finds her and asks for her help explaining that she is from a different world where she is Snow White's missing daughter.",posters/Once_Upon_a_Time_2011.jpg,TV Show,https://www.cinematerial.com/tv/once-upon-a-time-i1843230
"""Bones""",2005,,"Drama, Crime","Emily Deschanel, David Boreanaz, John Boyd, Michaela Conlin, Tamara Taylor, T.J. Thyne","Dr. Temperance Brennan and her colleagues at the Jeffersonian's Medico-Legal Lab assist Special Agent Seeley Booth with murder investigations when the remains are so badly decomposed, burned or destroyed that the standard identification methods are useless.",posters/Bones_2005.jpg,TV Show,https://www.cinematerial.com/tv/bones-i460627
"""Shameless""",2010,,"Comedy, Drama","William H. Macy, Jeremy Allen White, Ethan Cutkosky, Shanola Hampton, Steve Howey, Emma Kenney","Chicagoan Frank Gallagher is the proud single dad of six smart, industrious, independent kids, who without him would be... perhaps better off. When Frank's not at the bar spending what little money they have, he's passed out on the floor. But the kids have found ways to grow up in spite of him. They may not be like any family you know, but they make no apologies for being exactly who they are.",posters/Shameless_2010.jpg,TV Show,https://www.cinematerial.com/tv/shameless-i1586680
"""Navy NCIS: Naval Criminal Investigative Service""",2003,,"Action & Adventure, Drama, Crime","Sean Murray, Wilmer Valderrama, Katrina Law, Brian Dietzen, Rocky Carroll, Diona Reasonover","From murder and espionage to terrorism and stolen submarines, a team of special agents investigates any crime that has any connection to Navy and Marine Corps personnel, regardless of rank or position.",posters/Navy_NCIS_Naval_Criminal_Investigative_Service_2003.jpg,TV Show,https://www.cinematerial.com/tv/navy-ncis-naval-criminal-investigative-service-i364845
"""Homeland""",2011,,"Drama, War & Politics, Crime","Claire Danes, Mandy Patinkin, Maury Sterling, Numan Acar, Nimrat Kaur, Linus Roache","CIA officer Carrie Mathison is tops in her field despite being bipolar, which makes her volatile and unpredictable. With the help of her long-time mentor Saul Berenson, Carrie fearlessly risks everything, including her personal well-being and even sanity, at every turn.",posters/Homeland_2011.jpg,TV Show,https://www.cinematerial.com/tv/homeland-i1796960
"""Criminal Minds""",2005,,"Mystery, Drama, Crime","Joe Mantegna, Paget Brewster, Adam Rodriguez, Kirsten Vangsness, A. J. Cook, Aisha Tyler","An elite team of FBI profilers analyze the country's most twisted criminal minds, anticipating their next moves before they strike again. The Behavioral Analysis Unit's most experienced agent is David Rossi, a founding member of the BAU who returns to help the team solve new cases.",posters/Criminal_Minds_2005.jpg,TV Show,https://www.cinematerial.com/tv/criminal-minds-i452046
"""Mad Men""",2007,,Drama,"Jon Hamm, Elisabeth Moss, Vincent Kartheiser, January Jones, Christina Hendricks, Aaron Staton","Set in 1960-1970 New York, this sexy, stylized and provocative drama follows the lives of the ruthlessly competitive men and women of Madison Avenue advertising.",posters/Mad_Men_2007.jpg,TV Show,https://www.cinematerial.com/tv/mad-men-i804503
"""Gotham""",2014,,"Sci-Fi & Fantasy, Drama, Crime","Ben McKenzie, Erin Richards, Ben McKenzie, Ben McKenzie, Donal Logue, David Mazouz, Sean Pertwee, Robin Lord Taylor, Erin Richards","Everyone knows the name Commissioner Gordon. He is one of the crime world's greatest foes, a man whose reputation is synonymous with law and order. But what is known of Gordon's story and his rise from rookie detective to Police Commissioner? What did it take to navigate the multiple layers of corruption that secretly ruled Gotham City, the spawning ground of the world's most iconic villains? And what circumstances created them – the larger-than-life personas who would become Catwoman, The Penguin, The Riddler, Two-Face and The Joker?",posters/Gotham_2014.jpg,TV Show,https://www.cinematerial.com/tv/gotham-i3749900
"""Peaky Blinders""",2013,,"Drama, Crime","Cillian Murphy, Paul Anderson, Sophie Rundle, Natasha O'Keeffe","A gangster family epic set in 1919 Birmingham, England and centered on a gang who sew razor blades in the peaks of their caps, and their fierce boss Tommy Shelby, who means to move up in the world.",posters/Peaky_Blinders_2013.jpg,TV Show,https://www.cinematerial.com/tv/peaky-blinders-i2442560
"""Spartacus""",2010,,Drama,"Miranda Kwok, Tracy Bellomo, Liam McIntyre, Manu Bennett, Dustin Clare, Cynthia Addai-Robinson, Jaime Murray, Ellen Hollman","Torn from his homeland and the woman he loves, Spartacus is condemned to the brutal world of the arena where blood and death are primetime entertainment.",posters/Spartacus_2010.jpg,TV Show,https://www.cinematerial.com/tv/spartacus-i1442449
"""Heroes""",2006,,"Drama, Sci-Fi & Fantasy","Milo Ventimiglia, Zachary Quinto, Hayden Panettiere, Masi Oka, Jack Coleman, Adrian Pasdar",Common people discover that they have super powers. Their lives intertwine as a devastating event must be prevented.,posters/Heroes_2006.jpg,TV Show,https://www.cinematerial.com/tv/heroes-i813715
"""The Boys""",2019,,"Action & Adventure, Sci-Fi & Fantasy","Karl Urban, Jack Quaid, Antony Starr, Erin Moriarty, Laz Alonso",A group of vigilantes known informally as “The Boys” set out to take down corrupt superheroes with no more than blue-collar grit and a willingness to fight dirty.,posters/The_Boys_2019.jpg,TV Show,https://www.cinematerial.com/tv/the-boys-i1190634
"""Riverdale""",2016,,"Mystery, Drama, Crime","KJ Apa, Lili Reinhart, Cole Sprouse, Madelaine Petsch, Casey Cott","Set in the present, the series offers a bold, subversive take on Archie, Betty, Veronica and their friends, exploring the surreality of small-town life, the darkness and weirdness bubbling beneath Riverdale’s wholesome facade.",posters/Riverdale_2016.jpg,TV Show,https://www.cinematerial.com/tv/riverdale-i5420376
"""Supergirl""",2015,,"Action & Adventure, Drama, Sci-Fi & Fantasy","Melissa Benoist, Chyler Leigh, David Harewood, Katie McGrath, Jesse Rath, Nicole Maines","Twenty-four-year-old Kara Zor-El, who was taken in by the Danvers family when she was 13 after being sent away from Krypton, must learn to embrace her powers after previously hiding them. The Danvers teach her to be careful with her powers, until she has to reveal them during an unexpected disaster, setting her on her journey of heroism.",posters/Supergirl_2015.jpg,TV Show,https://www.cinematerial.com/tv/supergirl-i4016454
"""Seinfeld""",1990,,Comedy,"Jerry Seinfeld, Jason Alexander, Michael Richards, Julia Louis-Dreyfus",A stand-up comedian and his three offbeat friends weather the pitfalls and payoffs of life in New York City in the '90s. It's a show about nothing.,posters/Seinfeld_1990.jpg,TV Show,https://www.cinematerial.com/tv/seinfeld-i98904
"""Better Call Saul""",2014,,"Drama, Crime","Bob Odenkirk, Jonathan Banks, Rhea Seehorn, Tony Dalton, Giancarlo Esposito","Six years before Saul Goodman meets Walter White. We meet him when the man who will become Saul Goodman is known as Jimmy McGill, a small-time lawyer searching for his destiny, and, more immediately, hustling to make ends meet. Working alongside, and, often, against Jimmy, is “fixer” Mike Ehrmantraut. The series tracks Jimmy’s transformation into Saul Goodman, the man who puts “criminal” in “criminal lawyer"".",posters/Better_Call_Saul_2014.jpg,TV Show,https://www.cinematerial.com/tv/better-call-saul-i3032476
"""Star Trek""",1966,,"Drama, Sci-Fi & Fantasy","William Shatner, Leonard Nimoy, DeForest Kelley, James Doohan, Walter Koenig, George Takei","Space. The Final Frontier. The U.S.S. Enterprise embarks on a five year mission to explore the galaxy. The Enterprise is under the command of Captain James T. Kirk with First Officer Mr. Spock, from the planet Vulcan. With a determined crew, the Enterprise encounters Klingons, Romulans, time paradoxes, tribbles and genetic supermen led by Khan Noonian Singh. Their mission is to explore strange new worlds, to seek new life and new civilizations, and to boldly go where no man has gone before.",posters/Star_Trek_1966.jpg,TV Show,https://www.cinematerial.com/tv/star-trek-i60028
"""Modern Family""",2009,,Comedy,"Ed O'Neill, Sofía Vergara, Julie Bowen, Ty Burrell, Jesse Tyler Ferguson, Eric Stonestreet","The Pritchett-Dunphy-Tucker clan is a wonderfully large and blended family. They give us an honest and often hilarious look into the sometimes warm, sometimes twisted, embrace of the modern family.",posters/Modern_Family_2009.jpg,TV Show,https://www.cinematerial.com/tv/modern-family-i1442437
"""True Detective""",2013,,"Mystery, Drama","Jodie Foster, Fiona Shaw, Finn Bennett, John Hawkes","An American anthology police detective series utilizing multiple timelines in which investigations seem to unearth personal and professional secrets of those involved, both within or outside the law.",posters/True_Detective_2013.jpg,TV Show,https://www.cinematerial.com/tv/true-detective-i2356777
"""Gossip Girl""",2007,,"Mystery, Drama","Blake Lively, Leighton Meester, Penn Badgley, Chace Crawford, Ed Westwick, Kaylee DeFer",An exclusive group of privileged teens from a posh prep school on Manhattan's Upper East Side whose lives revolve around the blog of the all-knowing albeit ultra-secretive Gossip Girl.,posters/Gossip_Girl_2007.jpg,TV Show,https://www.cinematerial.com/tv/gossip-girl-i397442
"""How I Met Your Mother""",2005,,Comedy,"Josh Radnor, Neil Patrick Harris, Jason Segel, Alyson Hannigan, Cobie Smulders, Cristin Milioti",A father recounts to his children - through a series of flashbacks - the journey he and his four best friends took leading up to him meeting their mother.,posters/How_I_Met_Your_Mother_2005.jpg,TV Show,https://www.cinematerial.com/tv/how-i-met-your-mother-i460649
"""Fargo""",2014,,"Drama, Crime","Juno Temple, Jennifer Jason Leigh, David Rysdahl, Joe Keery, Lamorne Morris","A close-knit anthology series dealing with stories involving malice, violence and murder based in and around Minnesota.",posters/Fargo_2014.jpg,TV Show,https://www.cinematerial.com/tv/fargo-i2802850
"""Glee""",2009,,"Comedy, Drama","Lea Michele, Chris Colfer, Matthew Morrison, Jane Lynch, Dot-Marie Jones, Chord Overstreet","In this musical comedy, optimistic high school teacher Will Schuester tries to refuel his own passion while reinventing the high school's glee club and challenging a group of outcasts to realize their star potential as they strive to outshine their singing competition while navigating the cruel halls of McKinley High.",posters/Glee_2009.jpg,TV Show,https://www.cinematerial.com/tv/glee-i1327801
"""The Mentalist""",2008,,"Mystery, Drama, Crime","Simon Baker, Robin Tunney, Tim Kang, Rockmond Dunbar, Joe Adler, Josie Loren","Patrick Jane, a former celebrity psychic medium, uses his razor sharp skills of observation and expertise at ""reading"" people to solve serious crimes with the California Bureau of Investigation.",posters/The_Mentalist_2008.jpg,TV Show,https://www.cinematerial.com/tv/the-mentalist-i1196946
"""Band of Brothers""",2001,,"Drama, War & Politics","Michael Cudlitz, Rick Gomez, Scott Grimes, Damian Lewis, Ron Livingston, James Madio","Drawn from interviews with survivors of Easy Company, as well as their journals and letters, Band of Brothers chronicles the experiences of these men from paratrooper training in Georgia through the end of the war. As an elite rifle company parachuting into Normandy early on D-Day morning, participants in the Battle of the Bulge, and witness to the horrors of war, the men of Easy knew extraordinary bravery and extraordinary fear - and became the stuff of legend. Based on Stephen E. Ambrose's acclaimed book of the same name.",posters/Band_of_Brothers_2001.jpg,TV Show,https://www.cinematerial.com/tv/band-of-brothers-i185906
"""The Office""",2005,,Comedy,"Rainn Wilson, John Krasinski, Jenna Fischer, Ed Helms","The everyday lives of office employees in the Scranton, Pennsylvania branch of the fictional Dunder Mifflin Paper Company.",posters/The_Office_2005.jpg,TV Show,https://www.cinematerial.com/tv/the-office-i386676
"""Stargate SG-1""",1997,,"Action & Adventure, Sci-Fi & Fantasy","Dean Devlin, Ben Browder, Ben Browder, Amanda Tapping, Christopher Judge, Michael Shanks, Claudia Black, Beau Bridges","The story of Stargate SG-1 begins about a year after the events of the feature film, when the United States government learns that an ancient alien device called the Stargate can access a network of such devices on a multitude of planets. SG-1 is an elite Air Force special operations team, one of more than two dozen teams from Earth who explore the galaxy and defend against alien threats such as the Goa'uld, Replicators, and the Ori.",posters/Stargate_SG-1_1997.jpg,TV Show,https://www.cinematerial.com/tv/stargate-sg-1-i118480
"""The Wire""",2002,,"Drama, Crime","Dominic West, Lance Reddick, Sonja Sohn, Wendell Pierce, Michael Kenneth Williams, Deirdre Lovejoy","Told from the points of view of both the Baltimore homicide and narcotics detectives and their targets, the series captures a universe in which the national war on drugs has become a permanent, self-sustaining bureaucracy, and distinctions between good and evil are routinely obliterated.",posters/The_Wire_2002.jpg,TV Show,https://www.cinematerial.com/tv/the-wire-i306414
"""The 100""",2014,,"Action & Adventure, Sci-Fi & Fantasy, Drama, Crime","Eliza Taylor, Bob Morley, Lindsey Morgan, Marie Avgeropoulos, Richard Harmon, Tasya Teles","100 years in the future, when the Earth has been abandoned due to radioactivity, the last surviving humans live on an ark orbiting the planet — but the ark won't last forever. So the repressive regime picks 100 expendable juvenile delinquents to send down to Earth to see if the planet is still habitable.",posters/The_100_2014.jpg,TV Show,https://www.cinematerial.com/tv/the-100-i2661044
"""Law & Order: Special Victims Unit""",1999,,"Mystery, Drama, Crime","Mariska Hargitay, Ice-T, Kelli Giddish, Peter Scanavino, Kevin Kane","In the criminal justice system, sexually-based offenses are considered especially heinous. In New York City, the dedicated detectives who investigate these vicious felonies are members of an elite squad known as the Special Victims Unit. These are their stories.",posters/Law_&_Order_Special_Victims_Unit_1999.jpg,TV Show,https://www.cinematerial.com/tv/law-order-special-victims-unit-i203259
"""Star Trek: Discovery""",2017,,"Action & Adventure, Drama, Sci-Fi & Fantasy","Sonequa Martin-Green, Doug Jones, Mary Wiseman, Anthony Rapp, Wilson Cruz","Follow the voyages of Starfleet on their missions to discover new worlds and new life forms, and one Starfleet officer who must learn that to truly understand all things alien, you must first understand yourself.",posters/Star_Trek_Discovery_2017.jpg,TV Show,https://www.cinematerial.com/tv/star-trek-discovery-i5171438
"""Lucifer""",2015,,"Sci-Fi & Fantasy, Crime","Kevin Alejandro, Tom Ellis, Lauren German, Kevin Alejandro, D. B. Woodside, Lesley-Ann Brandt, Aimee Garcia","Bored and unhappy as the Lord of Hell, Lucifer Morningstar abandoned his throne and retired to Los Angeles, where he has teamed up with LAPD detective Chloe Decker to take down criminals. But the longer he's away from the underworld, the greater the threat that the worst of humanity could escape.",posters/Lucifer_2015.jpg,TV Show,https://www.cinematerial.com/tv/lucifer-i4052886
"""Castle""",2009,,"Drama, Crime","Nathan Fillion, Stana Katic, Molly C. Quinn, Jon Huertas, Seamus Dever, Susan Sullivan","After a serial killer imitates the plots of his novels, successful mystery novelist Richard ""Rick"" Castle receives permission from the Mayor of New York City to tag along with an NYPD homicide investigation team for research purposes.",posters/Castle_2009.jpg,TV Show,https://www.cinematerial.com/tv/castle-i1219024
"""Daredevil""",2015,,"Action & Adventure, Drama, Crime","Charlie Cox, Deborah Ann Woll, Elden Henson, Vincent D'Onofrio, Jay Ali, Wilson Bethel",Lawyer-by-day Matt Murdock uses his heightened senses from being blinded as a young boy to fight crime at night on the streets of Hell’s Kitchen as Daredevil.,posters/Daredevil_2015.jpg,TV Show,https://www.cinematerial.com/tv/daredevil-i3322312
"""Legends of Tomorrow""",2016,,"Action & Adventure, Drama, Sci-Fi & Fantasy","Caity Lotz, Tala Ashe, Jes Macallan, Adam Tsekhman, Nick Zano","When heroes alone are not enough ... the world needs legends. Having seen the future, one he will desperately try to prevent from happening, time-traveling rogue Rip Hunter is tasked with assembling a disparate group of both heroes and villains to confront an unstoppable threat — one in which not only is the planet at stake, but all of time itself. Can this ragtag team defeat an immortal threat unlike anything they have ever known?",posters/Legends_of_Tomorrow_2016.jpg,TV Show,https://www.cinematerial.com/tv/legends-of-tomorrow-i4532368
"""Buffy the Vampire Slayer""",1997,,"Action & Adventure, Comedy, Drama, Sci-Fi & Fantasy","Sarah Michelle Gellar, Nicholas Brendon, Alyson Hannigan, Emma Caulfield, Michelle Trachtenberg, James Marsters","Into every generation a slayer is born: one girl in all the world, a chosen one. She alone will wield the strength and skill to fight the vampires, demons, and the forces of darkness; to stop the spread of their evil and the swell of their number. She is the Slayer.",posters/Buffy_the_Vampire_Slayer_1997.jpg,TV Show,https://www.cinematerial.com/tv/buffy-the-vampire-slayer-i118276
